Date,Product,Category,Region,Country,City,Budget,Actuals,Channel,Quarter,Month
2025-02-28,High-Performance Engine Component,Industrial Equipment,Asia Pacific,Japan,Tokyo,305776,394358,Mobile App,2025-Q1,2025-02
2025-03-01,Warehouse Management System,Supply Chain,Europe,Germany,Frankfurt,399612,383350,Online,2025-Q1,2025-03
2025-03-01,Warehouse Management System,Production Machinery,North America,United States,Phoenix,234529,315723,Wholesale,2025-Q1,2025-03
2025-03-01,Automated Production Line,Automotive Parts,Asia Pacific,Australia,Gold Coast,229482,279286,Direct Sales,2025-Q1,2025-03
2025-03-01,Automotive Safety Module,Quality Control,Europe,United Kingdom,Liverpool,704799,762603,Direct Sales,2025-Q1,2025-03
2025-03-01,Process Control Software,Supply Chain,North America,United States,Philadelphia,162816,133583,Direct Sales,2025-Q1,2025-03
2025-03-01,CNC Machining Center,Automotive Parts,Europe,France,Nice,379983,506891,Retail,2025-Q1,2025-03
2025-03-01,Quality Assurance Software,Supply Chain,Asia Pacific,Singapore,West,126937,150670,Retail,2025-Q1,2025-03
2025-03-02,High-Performance Engine Component,Industrial Equipment,North America,United States,San Antonio,396209,403202,Partner,2025-Q1,2025-03
2025-03-02,CNC Machining Center,Supply Chain,North America,Canada,Ottawa,494845,514313,Direct Sales,2025-Q1,2025-03
2025-03-02,Automated Production Line,Supply Chain,Europe,Germany,Berlin,133752,140004,Online,2025-Q1,2025-03
2025-03-02,Logistics Tracking System,Automotive Parts,Asia Pacific,Japan,Kawasaki,179179,198591,Wholesale,2025-Q1,2025-03
2025-03-03,Automotive Safety Module,Production Machinery,Europe,Germany,Cologne,291336,269423,Online,2025-Q1,2025-03
2025-03-03,Automotive Safety Module,Automotive Parts,Europe,France,Montpellier,542617,687214,Direct Sales,2025-Q1,2025-03
2025-03-03,Precision Manufacturing Tool,Supply Chain,Asia Pacific,Japan,Kyoto,414405,534033,Mobile App,2025-Q1,2025-03
2025-03-03,Automated Production Line,Automotive Parts,Asia Pacific,Japan,Kobe,164482,137951,Direct Sales,2025-Q1,2025-03
2025-03-04,Automated Production Line,Production Machinery,North America,United States,San Jose,323062,313296,Direct Sales,2025-Q1,2025-03
2025-03-04,High-Performance Engine Component,Supply Chain,North America,Canada,Calgary,380103,444421,Wholesale,2025-Q1,2025-03
2025-03-04,Process Control Software,Quality Control,North America,Mexico,Juárez,218570,227220,Wholesale,2025-Q1,2025-03
2025-03-05,Quality Inspection System,Production Machinery,Europe,Germany,Dortmund,226500,190729,Online,2025-Q1,2025-03
2025-03-05,Quality Inspection System,Supply Chain,Europe,France,Paris,382171,271854,Online,2025-Q1,2025-03
2025-03-05,CNC Machining Center,Quality Control,Asia Pacific,Japan,Kyoto,369210,368712,Direct Sales,2025-Q1,2025-03
2025-03-05,Industrial Robot System,Industrial Equipment,Asia Pacific,Australia,Canberra,105246,96809,Wholesale,2025-Q1,2025-03
2025-03-06,High-Performance Engine Component,Production Machinery,Europe,United Kingdom,Leeds,292422,408992,Wholesale,2025-Q1,2025-03
2025-03-06,Assembly Line Component,Production Machinery,North America,Canada,Winnipeg,330860,267328,Retail,2025-Q1,2025-03
2025-03-07,Automotive Safety Module,Quality Control,Europe,United Kingdom,Bristol,506882,500537,Online,2025-Q1,2025-03
2025-03-07,High-Performance Engine Component,Industrial Equipment,Europe,France,Strasbourg,295439,245281,Direct Sales,2025-Q1,2025-03
2025-03-07,High-Performance Engine Component,Industrial Equipment,Europe,United Kingdom,Edinburgh,247893,342218,Mobile App,2025-Q1,2025-03
2025-03-07,Automotive Safety Module,Supply Chain,Asia Pacific,Singapore,North,192990,259577,Wholesale,2025-Q1,2025-03
2025-03-08,Logistics Tracking System,Production Machinery,Europe,United Kingdom,Edinburgh,292610,295076,Direct Sales,2025-Q1,2025-03
2025-03-08,Quality Inspection System,Industrial Equipment,North America,United States,Philadelphia,126654,106070,Wholesale,2025-Q1,2025-03
2025-03-08,CNC Machining Center,Supply Chain,Asia Pacific,Singapore,North,114116,152355,Partner,2025-Q1,2025-03
2025-03-08,Automotive Safety Module,Supply Chain,Asia Pacific,Japan,Saitama,98072,104701,Online,2025-Q1,2025-03
2025-03-08,Warehouse Management System,Production Machinery,North America,Canada,Hamilton,191335,191798,Wholesale,2025-Q1,2025-03
2025-03-09,Vehicle Diagnostic Tool,Automotive Parts,North America,Canada,Ottawa,492529,397543,Online,2025-Q1,2025-03
2025-03-09,Quality Assurance Software,Production Machinery,North America,Mexico,Tijuana,268903,269048,Wholesale,2025-Q1,2025-03
2025-03-09,Quality Assurance Software,Industrial Equipment,North America,Canada,Ottawa,89556,76508,Wholesale,2025-Q1,2025-03
2025-03-09,Inventory Management Platform,Supply Chain,North America,Mexico,León,444728,602554,Partner,2025-Q1,2025-03
2025-03-09,Precision Manufacturing Tool,Industrial Equipment,Asia Pacific,Australia,Brisbane,106513,145822,Wholesale,2025-Q1,2025-03
2025-03-09,Industrial Robot System,Production Machinery,North America,United States,Chicago,564748,404448,Partner,2025-Q1,2025-03
2025-03-10,Inventory Management Platform,Industrial Equipment,Europe,Germany,Düsseldorf,166973,221353,Mobile App,2025-Q1,2025-03
2025-03-11,High-Performance Engine Component,Industrial Equipment,Europe,Germany,Düsseldorf,458804,559786,Partner,2025-Q1,2025-03
2025-03-11,Logistics Tracking System,Industrial Equipment,North America,Mexico,Chihuahua,177296,129118,Direct Sales,2025-Q1,2025-03
2025-03-11,Vehicle Diagnostic Tool,Production Machinery,North America,Canada,Mississauga,403714,354742,Mobile App,2025-Q1,2025-03
2025-03-11,Precision Manufacturing Tool,Automotive Parts,Europe,Germany,Düsseldorf,313409,409399,Partner,2025-Q1,2025-03
2025-03-12,Warehouse Management System,Supply Chain,Asia Pacific,Australia,Newcastle,140748,141730,Retail,2025-Q1,2025-03
2025-03-13,Warehouse Management System,Industrial Equipment,Asia Pacific,Singapore,West,74916,71678,Wholesale,2025-Q1,2025-03
2025-03-13,Vehicle Diagnostic Tool,Industrial Equipment,Europe,Germany,Hamburg,230466,295343,Mobile App,2025-Q1,2025-03
2025-03-13,Industrial Robot System,Quality Control,Asia Pacific,Australia,Sydney,201254,175133,Retail,2025-Q1,2025-03
2025-03-13,Inventory Management Platform,Quality Control,Europe,France,Montpellier,113805,84773,Online,2025-Q1,2025-03
2025-03-14,Automated Production Line,Supply Chain,Europe,Germany,Frankfurt,479510,403507,Direct Sales,2025-Q1,2025-03
2025-03-14,Automated Production Line,Supply Chain,Europe,Germany,Essen,415543,574041,Direct Sales,2025-Q1,2025-03
2025-03-14,Automotive Safety Module,Supply Chain,Europe,France,Montpellier,194259,255114,Direct Sales,2025-Q1,2025-03
2025-03-15,Quality Inspection System,Quality Control,North America,United States,Chicago,133682,96593,Retail,2025-Q1,2025-03
2025-03-15,Industrial Robot System,Industrial Equipment,Europe,France,Lyon,330801,297359,Mobile App,2025-Q1,2025-03
2025-03-15,Quality Inspection System,Quality Control,Europe,United Kingdom,Manchester,332157,234989,Mobile App,2025-Q1,2025-03
2025-03-16,Vehicle Diagnostic Tool,Supply Chain,Asia Pacific,Singapore,Central,330511,435856,Retail,2025-Q1,2025-03
2025-03-16,Process Control Software,Quality Control,Europe,France,Bordeaux,433016,323310,Mobile App,2025-Q1,2025-03
2025-03-16,Assembly Line Component,Production Machinery,North America,United States,San Diego,251734,275777,Online,2025-Q1,2025-03
2025-03-17,Inventory Management Platform,Quality Control,North America,United States,Houston,140007,175724,Wholesale,2025-Q1,2025-03
2025-03-17,Automotive Safety Module,Production Machinery,North America,United States,Dallas,183252,134138,Mobile App,2025-Q1,2025-03
2025-03-17,Vehicle Diagnostic Tool,Automotive Parts,North America,United States,Chicago,188004,201639,Mobile App,2025-Q1,2025-03
2025-03-17,Quality Inspection System,Automotive Parts,North America,Canada,Montreal,209314,247959,Partner,2025-Q1,2025-03
2025-03-18,Industrial Robot System,Industrial Equipment,North America,Mexico,Zapopan,335617,409394,Online,2025-Q1,2025-03
2025-03-18,Quality Inspection System,Quality Control,North America,Mexico,Juárez,248480,284364,Partner,2025-Q1,2025-03
2025-03-19,Vehicle Diagnostic Tool,Automotive Parts,Asia Pacific,Japan,Kawasaki,279896,267454,Partner,2025-Q1,2025-03
2025-03-19,Automotive Safety Module,Supply Chain,Asia Pacific,Singapore,North,378442,413156,Partner,2025-Q1,2025-03
2025-03-19,High-Performance Engine Component,Industrial Equipment,Asia Pacific,Australia,Melbourne,129655,154534,Wholesale,2025-Q1,2025-03
2025-03-19,Process Control Software,Quality Control,Europe,United Kingdom,Manchester,198771,223420,Partner,2025-Q1,2025-03
2025-03-19,Quality Inspection System,Automotive Parts,North America,Canada,Edmonton,161163,180608,Online,2025-Q1,2025-03
2025-03-20,Industrial Robot System,Supply Chain,Asia Pacific,Japan,Yokohama,225759,263594,Partner,2025-Q1,2025-03
2025-03-20,Inventory Management Platform,Automotive Parts,North America,Mexico,Juárez,581615,447498,Online,2025-Q1,2025-03
2025-03-21,Assembly Line Component,Quality Control,Europe,Germany,Cologne,254094,313685,Direct Sales,2025-Q1,2025-03
2025-03-21,Quality Inspection System,Quality Control,Europe,France,Montpellier,114533,99072,Wholesale,2025-Q1,2025-03
2025-03-21,Assembly Line Component,Production Machinery,Asia Pacific,Japan,Kawasaki,155271,177333,Partner,2025-Q1,2025-03
2025-03-21,Vehicle Diagnostic Tool,Automotive Parts,Europe,United Kingdom,Birmingham,220978,203612,Direct Sales,2025-Q1,2025-03
2025-03-22,Quality Assurance Software,Quality Control,Europe,United Kingdom,London,107197,101189,Online,2025-Q1,2025-03
2025-03-22,Vehicle Diagnostic Tool,Production Machinery,North America,Canada,Vancouver,197857,223121,Partner,2025-Q1,2025-03
2025-03-22,CNC Machining Center,Industrial Equipment,Asia Pacific,Australia,Melbourne,279390,314195,Partner,2025-Q1,2025-03
2025-03-22,Automated Production Line,Quality Control,Asia Pacific,Australia,Perth,95404,72129,Partner,2025-Q1,2025-03
2025-03-23,Quality Inspection System,Industrial Equipment,North America,Canada,Edmonton,598222,811340,Retail,2025-Q1,2025-03
2025-03-23,Logistics Tracking System,Quality Control,North America,Mexico,Puebla,365960,376207,Online,2025-Q1,2025-03
2025-03-23,Automated Production Line,Industrial Equipment,Asia Pacific,Australia,Sunshine Coast,331470,361378,Partner,2025-Q1,2025-03
2025-03-24,Automated Production Line,Production Machinery,North America,Mexico,Chihuahua,578519,769962,Direct Sales,2025-Q1,2025-03
2025-03-24,Automated Production Line,Supply Chain,North America,United States,Philadelphia,789931,789767,Direct Sales,2025-Q1,2025-03
2025-03-24,Automated Production Line,Supply Chain,Asia Pacific,Australia,Canberra,144317,137584,Retail,2025-Q1,2025-03
2025-03-24,Automotive Safety Module,Automotive Parts,Asia Pacific,Japan,Osaka,238955,277104,Retail,2025-Q1,2025-03
2025-03-24,Vehicle Diagnostic Tool,Industrial Equipment,North America,United States,San Diego,375075,437242,Mobile App,2025-Q1,2025-03
2025-03-25,Logistics Tracking System,Quality Control,Asia Pacific,Singapore,Central,186593,246098,Online,2025-Q1,2025-03
2025-03-25,Logistics Tracking System,Automotive Parts,Europe,France,Paris,382753,419405,Retail,2025-Q1,2025-03
2025-03-26,Vehicle Diagnostic Tool,Quality Control,North America,Mexico,Tijuana,327714,313954,Mobile App,2025-Q1,2025-03
2025-03-26,High-Performance Engine Component,Industrial Equipment,Europe,United Kingdom,Birmingham,267442,277066,Mobile App,2025-Q1,2025-03
2025-03-26,CNC Machining Center,Industrial Equipment,Asia Pacific,Singapore,Northeast,289047,396993,Online,2025-Q1,2025-03
2025-03-26,Inventory Management Platform,Automotive Parts,Asia Pacific,Japan,Kyoto,172343,199065,Direct Sales,2025-Q1,2025-03
2025-03-27,Assembly Line Component,Industrial Equipment,Asia Pacific,Japan,Yokohama,99084,105396,Partner,2025-Q1,2025-03
2025-03-27,Precision Manufacturing Tool,Industrial Equipment,North America,United States,Chicago,176942,148822,Wholesale,2025-Q1,2025-03
2025-03-27,Heavy Machinery Equipment,Automotive Parts,North America,Canada,Winnipeg,134825,107168,Retail,2025-Q1,2025-03
2025-03-27,Warehouse Management System,Automotive Parts,Europe,United Kingdom,London,408788,317742,Online,2025-Q1,2025-03
2025-03-27,Precision Manufacturing Tool,Automotive Parts,Asia Pacific,Singapore,Central,421789,385663,Retail,2025-Q1,2025-03
2025-03-28,Warehouse Management System,Supply Chain,Asia Pacific,Singapore,North,235069,287841,Mobile App,2025-Q1,2025-03
2025-03-28,Heavy Machinery Equipment,Industrial Equipment,Asia Pacific,Singapore,North,118747,130595,Direct Sales,2025-Q1,2025-03
2025-04-01,Warehouse Management System,Supply Chain,Europe,France,Nantes,421310,571153,Retail,2025-Q2,2025-04
2025-04-01,Industrial Robot System,Production Machinery,North America,United States,San Jose,180785,165570,Mobile App,2025-Q2,2025-04
2025-04-01,Process Control Software,Production Machinery,Europe,France,Marseille,385503,392746,Retail,2025-Q2,2025-04
2025-04-01,Quality Inspection System,Supply Chain,Europe,United Kingdom,Liverpool,121873,106207,Partner,2025-Q2,2025-04
2025-04-02,Logistics Tracking System,Supply Chain,Europe,Germany,Frankfurt,408170,535904,Partner,2025-Q2,2025-04
2025-04-02,Process Control Software,Industrial Equipment,Europe,Germany,Stuttgart,177965,153453,Online,2025-Q2,2025-04
2025-04-02,Heavy Machinery Equipment,Industrial Equipment,North America,United States,Philadelphia,169243,174989,Mobile App,2025-Q2,2025-04
2025-04-02,Warehouse Management System,Supply Chain,Asia Pacific,Singapore,Central,180361,131342,Direct Sales,2025-Q2,2025-04
2025-04-02,Quality Assurance Software,Industrial Equipment,Asia Pacific,Japan,Kawasaki,247482,183636,Partner,2025-Q2,2025-04
2025-04-03,High-Performance Engine Component,Quality Control,North America,United States,Phoenix,278815,248825,Mobile App,2025-Q2,2025-04
2025-04-03,CNC Machining Center,Production Machinery,North America,Canada,Ottawa,296960,246912,Online,2025-Q2,2025-04
2025-04-04,Industrial Robot System,Supply Chain,Asia Pacific,Australia,Gold Coast,260268,222801,Partner,2025-Q2,2025-04
2025-04-04,Assembly Line Component,Supply Chain,North America,Canada,Quebec City,480853,427109,Retail,2025-Q2,2025-04
2025-04-04,Automated Production Line,Production Machinery,North America,Canada,Edmonton,116030,125350,Mobile App,2025-Q2,2025-04
2025-04-04,Assembly Line Component,Industrial Equipment,Europe,France,Marseille,317733,431843,Retail,2025-Q2,2025-04
2025-04-04,Heavy Machinery Equipment,Production Machinery,Europe,United Kingdom,Cardiff,320770,335494,Retail,2025-Q2,2025-04
2025-04-04,Vehicle Diagnostic Tool,Supply Chain,Asia Pacific,Japan,Fukuoka,259567,296544,Online,2025-Q2,2025-04
2025-04-05,Precision Manufacturing Tool,Quality Control,North America,Canada,Montreal,181826,158486,Online,2025-Q2,2025-04
2025-04-05,Warehouse Management System,Quality Control,Asia Pacific,Japan,Sapporo,489235,392867,Retail,2025-Q2,2025-04
2025-04-05,Assembly Line Component,Production Machinery,Europe,France,Lyon,402176,431813,Direct Sales,2025-Q2,2025-04
2025-04-06,Assembly Line Component,Supply Chain,North America,Mexico,Puebla,549976,754387,Direct Sales,2025-Q2,2025-04
2025-04-06,CNC Machining Center,Industrial Equipment,Europe,United Kingdom,Glasgow,517160,404413,Partner,2025-Q2,2025-04
2025-04-06,Industrial Robot System,Supply Chain,North America,Mexico,Mexico City,270639,234732,Mobile App,2025-Q2,2025-04
2025-04-06,Assembly Line Component,Quality Control,Asia Pacific,Japan,Saitama,122914,152205,Retail,2025-Q2,2025-04
2025-04-06,Process Control Software,Automotive Parts,Europe,France,Montpellier,427892,567214,Retail,2025-Q2,2025-04
2025-04-06,Industrial Robot System,Supply Chain,Europe,France,Marseille,409538,296269,Direct Sales,2025-Q2,2025-04
2025-04-07,Inventory Management Platform,Quality Control,Europe,Germany,Essen,232476,229807,Online,2025-Q2,2025-04
2025-04-07,Heavy Machinery Equipment,Production Machinery,Asia Pacific,Australia,Brisbane,116509,134951,Partner,2025-Q2,2025-04
2025-04-07,Precision Manufacturing Tool,Automotive Parts,Europe,France,Lille,474504,602470,Retail,2025-Q2,2025-04
2025-04-07,CNC Machining Center,Supply Chain,North America,United States,San Diego,329716,342581,Retail,2025-Q2,2025-04
2025-04-07,Process Control Software,Production Machinery,Asia Pacific,Australia,Brisbane,183795,226849,Retail,2025-Q2,2025-04
2025-04-08,CNC Machining Center,Automotive Parts,Europe,United Kingdom,Cardiff,342323,298163,Wholesale,2025-Q2,2025-04
2025-04-08,Inventory Management Platform,Automotive Parts,Asia Pacific,Australia,Sunshine Coast,381358,526794,Online,2025-Q2,2025-04
2025-04-09,Precision Manufacturing Tool,Automotive Parts,North America,Canada,Quebec City,139036,99304,Partner,2025-Q2,2025-04
2025-04-09,Warehouse Management System,Supply Chain,Asia Pacific,Australia,Brisbane,89577,88981,Wholesale,2025-Q2,2025-04
2025-04-09,Vehicle Diagnostic Tool,Production Machinery,Europe,Germany,Berlin,258510,208034,Wholesale,2025-Q2,2025-04
2025-04-09,Precision Manufacturing Tool,Automotive Parts,Europe,France,Marseille,397095,414604,Partner,2025-Q2,2025-04
2025-04-09,Heavy Machinery Equipment,Supply Chain,North America,Canada,Toronto,261159,315723,Mobile App,2025-Q2,2025-04
2025-04-09,High-Performance Engine Component,Quality Control,North America,Canada,Toronto,335362,370235,Wholesale,2025-Q2,2025-04
2025-04-10,Automotive Safety Module,Automotive Parts,Asia Pacific,Singapore,Northeast,293367,265664,Online,2025-Q2,2025-04
2025-04-10,Heavy Machinery Equipment,Automotive Parts,Europe,Germany,Essen,298678,224437,Online,2025-Q2,2025-04
2025-04-10,Industrial Robot System,Industrial Equipment,North America,Mexico,Zapopan,249303,189438,Mobile App,2025-Q2,2025-04
2025-04-10,Precision Manufacturing Tool,Automotive Parts,North America,Canada,Calgary,181538,156831,Online,2025-Q2,2025-04
2025-04-10,Automated Production Line,Quality Control,Europe,United Kingdom,Edinburgh,367113,282155,Direct Sales,2025-Q2,2025-04
2025-04-11,Vehicle Diagnostic Tool,Industrial Equipment,Europe,United Kingdom,Glasgow,408711,329842,Partner,2025-Q2,2025-04
2025-04-11,CNC Machining Center,Industrial Equipment,Europe,France,Nice,379778,274011,Direct Sales,2025-Q2,2025-04
2025-04-12,Industrial Robot System,Quality Control,Asia Pacific,Australia,Adelaide,252723,328063,Partner,2025-Q2,2025-04
2025-04-12,Automated Production Line,Supply Chain,Europe,France,Marseille,229148,168628,Wholesale,2025-Q2,2025-04
2025-04-12,Automated Production Line,Production Machinery,Asia Pacific,Singapore,West,142400,140056,Direct Sales,2025-Q2,2025-04
2025-04-12,Vehicle Diagnostic Tool,Industrial Equipment,Europe,France,Paris,285472,363222,Partner,2025-Q2,2025-04
2025-04-13,Quality Assurance Software,Industrial Equipment,North America,Canada,Mississauga,375175,394033,Mobile App,2025-Q2,2025-04
2025-04-13,Assembly Line Component,Quality Control,Europe,United Kingdom,Liverpool,305101,281060,Online,2025-Q2,2025-04
2025-04-14,High-Performance Engine Component,Automotive Parts,Asia Pacific,Australia,Newcastle,234434,178428,Mobile App,2025-Q2,2025-04
2025-04-14,Vehicle Diagnostic Tool,Automotive Parts,Asia Pacific,Singapore,West,245096,277909,Online,2025-Q2,2025-04
2025-04-14,Assembly Line Component,Industrial Equipment,Europe,Germany,Cologne,561074,480927,Direct Sales,2025-Q2,2025-04
2025-04-15,Process Control Software,Production Machinery,North America,United States,Chicago,358355,439894,Wholesale,2025-Q2,2025-04
2025-04-15,Assembly Line Component,Production Machinery,Asia Pacific,Singapore,East,171687,206875,Retail,2025-Q2,2025-04
2025-04-15,Industrial Robot System,Automotive Parts,Europe,France,Nice,302564,266892,Partner,2025-Q2,2025-04
2025-04-16,Quality Assurance Software,Quality Control,Europe,Germany,Düsseldorf,138456,189791,Wholesale,2025-Q2,2025-04
2025-04-16,Vehicle Diagnostic Tool,Quality Control,Europe,United Kingdom,Sheffield,97250,107826,Wholesale,2025-Q2,2025-04
2025-04-16,Logistics Tracking System,Industrial Equipment,North America,United States,Philadelphia,147822,140409,Online,2025-Q2,2025-04
2025-04-17,Automated Production Line,Supply Chain,North America,United States,Chicago,337231,360275,Partner,2025-Q2,2025-04
2025-04-17,Inventory Management Platform,Automotive Parts,North America,Mexico,Mexico City,258406,240492,Retail,2025-Q2,2025-04
2025-04-18,Vehicle Diagnostic Tool,Production Machinery,Europe,France,Toulouse,227164,197895,Retail,2025-Q2,2025-04
2025-04-18,Logistics Tracking System,Automotive Parts,North America,Canada,Montreal,586588,710086,Retail,2025-Q2,2025-04
2025-04-19,Vehicle Diagnostic Tool,Automotive Parts,Europe,Germany,Leipzig,416411,435384,Partner,2025-Q2,2025-04
2025-04-19,Assembly Line Component,Automotive Parts,Asia Pacific,Singapore,West,556396,397037,Direct Sales,2025-Q2,2025-04
2025-04-19,Automated Production Line,Industrial Equipment,Europe,France,Bordeaux,363738,322484,Retail,2025-Q2,2025-04
2025-04-20,Logistics Tracking System,Quality Control,Asia Pacific,Singapore,Northeast,95684,94543,Wholesale,2025-Q2,2025-04
2025-04-20,Warehouse Management System,Quality Control,Asia Pacific,Japan,Yokohama,98995,124997,Wholesale,2025-Q2,2025-04
2025-04-20,Automotive Safety Module,Automotive Parts,North America,United States,Chicago,201739,244815,Wholesale,2025-Q2,2025-04
2025-04-20,Precision Manufacturing Tool,Industrial Equipment,North America,Canada,Vancouver,385534,370302,Online,2025-Q2,2025-04
2025-04-20,High-Performance Engine Component,Quality Control,Asia Pacific,Japan,Yokohama,350808,440063,Direct Sales,2025-Q2,2025-04
2025-04-21,Warehouse Management System,Industrial Equipment,Europe,France,Paris,310152,257418,Online,2025-Q2,2025-04
2025-04-21,High-Performance Engine Component,Production Machinery,Europe,France,Nice,532351,391045,Direct Sales,2025-Q2,2025-04
2025-04-22,CNC Machining Center,Quality Control,Europe,Germany,Hamburg,163697,227608,Partner,2025-Q2,2025-04
2025-04-22,Assembly Line Component,Supply Chain,North America,United States,San Jose,136167,125808,Wholesale,2025-Q2,2025-04
2025-04-22,Industrial Robot System,Quality Control,Asia Pacific,Australia,Newcastle,286546,364951,Mobile App,2025-Q2,2025-04
2025-04-22,Warehouse Management System,Industrial Equipment,North America,Mexico,Zapopan,335142,327052,Wholesale,2025-Q2,2025-04
2025-04-22,Vehicle Diagnostic Tool,Automotive Parts,North America,United States,Dallas,160647,195194,Retail,2025-Q2,2025-04
2025-04-23,High-Performance Engine Component,Production Machinery,Europe,Germany,Berlin,253976,246294,Online,2025-Q2,2025-04
2025-04-23,Process Control Software,Automotive Parts,Asia Pacific,Japan,Kobe,111981,114024,Partner,2025-Q2,2025-04
2025-04-24,Vehicle Diagnostic Tool,Automotive Parts,Europe,Germany,Cologne,257045,314377,Wholesale,2025-Q2,2025-04
2025-04-24,Quality Inspection System,Production Machinery,Asia Pacific,Australia,Canberra,184049,202904,Partner,2025-Q2,2025-04
2025-04-24,Precision Manufacturing Tool,Supply Chain,Asia Pacific,Japan,Saitama,270543,361202,Direct Sales,2025-Q2,2025-04
2025-04-24,Logistics Tracking System,Supply Chain,Asia Pacific,Japan,Kawasaki,290749,379250,Retail,2025-Q2,2025-04
2025-04-25,CNC Machining Center,Quality Control,Asia Pacific,Australia,Canberra,120699,147709,Direct Sales,2025-Q2,2025-04
2025-04-25,Process Control Software,Quality Control,Europe,France,Bordeaux,105993,104718,Mobile App,2025-Q2,2025-04
2025-04-25,Automotive Safety Module,Industrial Equipment,Europe,Germany,Munich,408219,326198,Partner,2025-Q2,2025-04
2025-04-26,Automotive Safety Module,Production Machinery,Asia Pacific,Singapore,West,199212,168888,Direct Sales,2025-Q2,2025-04
2025-04-26,Industrial Robot System,Quality Control,Europe,France,Paris,323955,237408,Retail,2025-Q2,2025-04
2025-04-26,Precision Manufacturing Tool,Supply Chain,Asia Pacific,Singapore,West,177745,145491,Wholesale,2025-Q2,2025-04
2025-04-26,Assembly Line Component,Industrial Equipment,Asia Pacific,Japan,Sapporo,126105,105398,Mobile App,2025-Q2,2025-04
2025-04-27,Quality Assurance Software,Automotive Parts,North America,Canada,Edmonton,467802,609335,Direct Sales,2025-Q2,2025-04
2025-04-27,Precision Manufacturing Tool,Production Machinery,Europe,France,Nice,248159,342441,Wholesale,2025-Q2,2025-04
2025-04-27,Heavy Machinery Equipment,Supply Chain,North America,United States,Chicago,241551,282406,Retail,2025-Q2,2025-04
2025-04-27,Automated Production Line,Production Machinery,Asia Pacific,Australia,Sydney,228486,258863,Mobile App,2025-Q2,2025-04
2025-04-28,Automotive Safety Module,Quality Control,Asia Pacific,Japan,Nagoya,467256,487042,Retail,2025-Q2,2025-04
2025-04-28,High-Performance Engine Component,Production Machinery,Europe,France,Lyon,180489,235370,Direct Sales,2025-Q2,2025-04
